model,policy,split,threshold,selected,n_trade_days,n_trades,gross_pnl,net_pnl,total_cost,turnover,net_pnl_per_trade,cost_survival,max_drawdown,direction,tuning_split
asset_btc_to_eth_sgd,naive_threshold,valid,0.5,False,59,309800,14385.771920793784,-47555.29763547006,61941.069556263865,5038.3393253277045,-0.1535032202565205,-3.305717475384945,-47555.23656738836,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.55,False,59,227410,10052.03101317707,-35414.73274556824,45466.76375874533,3701.487923541994,-0.1557307626998295,-3.5231420097235624,-35415.89217309482,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.6,False,58,160184,7055.243048443327,-24970.257750192708,32025.50079863604,2609.8080447615857,-0.1558848433688302,-3.539248411251,-24971.07142205669,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.65,False,58,104667,4377.456071241266,-16548.200453198373,20925.65652443964,1707.1213862358914,-0.1581033224722058,-3.780323590661639,-16548.148677653928,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.7,False,58,58832,2438.035852804064,-9323.747623877953,11761.783476682016,960.2735123656228,-0.1584808883580016,-3.8242865104524233,-9323.695848333417,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.75,False,58,23829,828.4547906774094,-3935.407923118808,4763.862713796218,389.18483581470826,-0.1651520384035758,-4.750298951015674,-3935.4141998987793,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.8,True,58,5024,54.01025831116321,-950.3390296650856,1004.349287976249,82.06256156329033,-0.1891598387072224,-17.59552831963892,-951.9291786429408,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.85,False,58,552,25.45109190412188,-84.9109491878857,110.3620410920076,8.96943626645754,-0.1538241833113871,-3.336239934528473,-87.6743072501656,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.9,False,39,70,10.815696451476768,-3.180434227986687,13.99613067946346,1.133564605443239,-0.0454347746855241,-0.2940572752069454,-4.702998389959582,btc_to_eth,source_valid
asset_btc_to_eth_sgd,naive_threshold,valid,0.95,False,12,14,2.833838678993307,0.0347296387639764,2.79910904022933,0.2305594069141552,0.0024806884831411,0.0122553337356217,-3.329337248586029,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,0.0,False,59,616922,36201.50909764236,-87154.19158992103,123355.7006875634,10002.059549706652,-0.1412726269932358,-2.407473991066217,-87154.14406523237,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,3.3889986e-05,False,59,359606,21163.11724319945,-50739.21098575616,71902.32822895562,5838.83597959898,-0.1410966752105253,-2.397530118208871,-50739.22219350262,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,4.3093848e-05,False,59,301951,17657.446854139333,-42716.17956536952,60373.62641950887,4904.427565418771,-0.1414672564931711,-2.419159458229139,-42716.37573277932,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,5.3972487e-05,False,59,240406,13809.785284989974,-34257.77628576205,48067.561570752034,3906.253847118678,-0.1424996725778975,-2.480688553716852,-34258.0708692239,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,6.7484701e-05,False,59,173905,9746.211290908155,-25024.36463385239,34770.57592476055,2826.8010517506905,-0.1438967518694252,-2.5675992328625794,-25025.38622624856,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,8.6582886e-05,False,58,98832,5158.925304168904,-14601.17371301866,19760.09901718756,1606.8698911463214,-0.1477373088981166,-2.8302743017464347,-14602.863235666186,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,0.000101907941,False,58,54575,2651.5252375985992,-8259.806796846457,10911.332034445057,887.6560441751557,-0.1513478112111123,-3.115115285241296,-8259.755021301957,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,0.00011430289,False,58,29134,1229.4878912208164,-4595.321918970393,5824.809810191209,473.77333599895456,-0.1577305525835928,-3.737590220923186,-4596.841402463705,btc_to_eth,source_valid
asset_btc_to_eth_sgd,cost_aware_threshold,valid,0.000127427957,True,58,12383,533.6263140082094,-1942.149436346653,2475.7757503548623,201.29763280792287,-0.1568399770933257,-3.639530857761963,-1942.097660802165,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,0.0,False,59,146303,9291.940757220837,-19962.144147800856,29254.08490502168,2369.889701693944,-0.1364438470010926,-2.148328822726095,-19962.52307682048,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,2.4625701e-05,False,59,85847,5417.182965594249,-11747.980945106174,17165.163910700423,1392.6777718513945,-0.1368478915408363,-2.1686513118940693,-11748.75732006954,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,3.1899891e-05,False,59,71961,4570.929393886997,-9817.622521749374,14388.55191563637,1167.6755436713374,-0.1364297678151967,-2.14783946014986,-9818.28610087698,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,4.0931284e-05,False,59,56793,3693.3335150038665,-7662.260568540345,11355.594083544212,921.6221790711372,-0.1349155805916282,-2.0746191854629528,-7664.173356657458,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,5.3034836e-05,False,59,40243,2667.7380735717743,-5378.621896906667,8046.359970478441,653.0780250423959,-0.1336536017917816,-2.016173158148676,-5379.107918941943,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,7.1312941e-05,False,58,21681,1285.8923111333545,-3048.996400084309,4334.888711217664,351.8520685275571,-0.1406298786995207,-2.371113330164481,-3049.7263998373883,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,8.6183453e-05,False,58,11385,712.7717715595475,-1563.5287084376023,2276.30047999715,184.67226349770752,-0.137332341540413,-2.193589548329889,-1564.1684416204112,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,9.8641055e-05,True,58,5868,455.68563137517714,-717.5373259006718,1173.2229572758488,95.19064443007252,-0.1222797078903667,-1.5746323265345747,-717.6213864015872,btc_to_eth,source_valid
asset_btc_to_eth_sgd,RSEP-full,valid,0.000111023276,False,58,2375,208.5502000508354,-266.29590310645426,474.8461031572897,38.55466277960743,-0.1121245907816649,-1.276891141996234,-271.98738901645424,btc_to_eth,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.5,False,57,147994,1997.9554391259685,-27588.09930509076,29586.054744216723,59467.08133215421,-0.1864136336952224,-13.80816546997641,-27588.169906926832,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.55,False,57,51711,248.8392215836652,-10087.749021143602,10336.588242727266,20880.80117400578,-0.1950793645673764,-40.53922431095486,-10092.356453782231,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.6,True,55,10719,-18.631518624909724,-2160.9731005743392,2142.3415819494294,4354.4489256854085,-0.2016021177884447,,-2162.091136757924,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.65,False,49,518,4.765761245314359,-98.75924477625152,103.52500602156591,210.745902074032,-0.1906549126954662,-20.72265891904477,-136.7681677512362,eth_to_btc,source_valid
asset_eth_to_btc_sgd,naive_threshold,valid,0.7,False,16,23,-9.974210495644945,-14.571884630457712,4.59767413481277,9.258451871964764,-0.6335602013242484,,-13.949062812594413,eth_to_btc,source_valid
